(0, 1)
(0, 2)
(0, 1)
(0, 1)
(0, 1)
(0, 1)
(0, 1)
(0, 1)
(0, 1)
(0, 1)
(0, 1)
(0, 1)
(0, 1)
(0, 1)
(0, 1)
(0, 1)
(0, 1)
(0, 1)
(0, 1)
(0, 1)
(0, 1)
(0, 1)
(0, 1)
(0, 1)
(0, 1)
(0, 1)
(0, 1)
(0, 1)
(0, 1)
(0, 1)
(0, 1)
(0, 1)
(0, 1)
(0, 1)
(0, 1)
(0, 1)
(0, 1)
(0, 1)
(0, 1)
(0, 1)
(0, 1)
(0, 1)
(0, 1)
(0, 1)
(0, 1)
(0, 1)
(0, 1)
(0, 1)
(0, 1)
(0, 1)
(0, 1)
(0, 1)
(0, 1)
(0, 1)
(0, 1)
(0, 1)
(0, 1)
(0, 1)
(0, 1)
(0, 1)
(0, 1)
(0, 1)
(0, 1)
(0, 2)
(0, 2)
(0, 1)
(0, 1)
(0, 2)
(0, 1)
(0, 1)
(0, 1)
(0, 1)
(0, 1)
(0, 1)
(0, 1)
(0, 1)
(0, 1)
(0, 1)
(0, 1)
(0, 1)
(0, 1)
(0, 1)
(0, 1)
(0, 1)
(0, 1)
(0, 1)
(0, 2)
(0, 2)
(0, 2)
(0, 2)
(0, 1)
(0, 2)
(0, 2)
(0, 1)
(0, 2)
(0, 2)
(0, 1)
(0, 1)
(0, 1)
(0, 1)
(0, 1)
(0, 1)
(0, 2)
(0, 1)
(0, 1)
(0, 2)
(0, 1)
(0, 2)
(0, 2)
(0, 2)
(0, 2)
(0, 2)
(0, 2)
(0, 1)
(0, 1)
(0, 1)
(0, 1)
(0, 1)
(0, 1)
(0, 1)
(0, 1)
(0, 1)
(0, 2)
(0, 2)
(0, 2)
(0, 1)
(0, 2)
(0, 1)
(0, 1)
(0, 1)
(0, 2)
(0, 2)
(0, 2)
(0, 2)
(0, 1)
(0, 2)
(0, 1)
(0, 1)
(0, 1)
(0, 1)
(0, 1)
(0, 1)
(0, 2)
(0, 1)
(0, 1)
(0, 2)
(0, 1)
(0, 2)
(0, 2)
(0, 2)
(0, 1)
(0, 2)
(0, 1)
(0, 1)
(0, 2)
(0, 1)
(0, 2)
(0, 1)
(0, 2)
(1, 0)
(2, 0)
(1, 0)
(2, 0)
(1, 0)
(2, 0)
(1, 0)
(1, 0)
(1, 0)
(1, 0)
(2, 0)
(2, 0)
(1, 0)
(1, 0)
(2, 0)
(2, 0)
(2, 0)
(2, 0)
(1, 0)
(2, 0)
(2, 0)
(2, 0)
(2, 0)
(2, 0)
(2, 0)
(1, 0)
(2, 0)
(2, 0)
(2, 0)
(2, 0)
(2, 0)
(2, 0)
(1, 0)
(2, 0)
(1, 0)
(2, 0)
(1, 0)
(1, 0)
(2, 0)
(1, 0)
(2, 0)
(2, 0)
(2, 0)
(2, 0)
(2, 0)
(2, 0)
(2, 0)
(3, 0)
(3, 0)
(4, 0)
(4, 0)
(4, 0)
(4, 0)
(4, 0)
(4, 0)
(5, 0)
(5, 0)
(6, 0)
(6, 0)
(6, 0)
(6, 0)
(7, 0)
(7, 0)
(7, 0)
(7, 0)
(7, 0)
(7, 0)
(7, 1)
(7, 1)
(7, 2)
(7, 2)
(7, 2)
(7, 3)
(6, 2)
(6, 2)
(6, 2)
(6, 2)
(6, 2)
(5, 2)
(5, 2)
(1, 0)
(2, 0)
(2, 0)
(2, 0)
(2, 0)
(2, 0)
(3, 0)
(3, 0)
(4, 0)
(4, 0)
(5, 0)
(5, 0)
(5, 0)
(5, 0)
(6, 0)
(6, 0)
(7, 0)
(7, 0)
(7, 1)
(7, 1)
(7, 1)
(7, 2)
(7, 2)
(7, 2)
(7, 2)
(7, 3)
(6, 2)
(6, 2)
(6, 2)
(6, 2)
(6, 2)
(6, 2)
(6, 2)
(5, 2)
(5, 2)
(5, 2)
(5, 2)
(5, 3)
(5, 3)
(5, 3)
(5, 3)
(5, 3)
(5, 4)
